Author,Born-Died,TITLE,time,TECHNIQUE,LOCATION,LATITUDE,LONGITUDE,DESC,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre,ID
SISLEY Alfred,(b. 1839 Paris d. 1899 Moret-sur-Loing),Saint-Martin Canal in Paris,1870,Oil on canvas 55 x 73 cm,Oskar Reinhart Collection Winterthur,47.4985199,8.7329903,Winterthur Switzerland,city/town,http://www.wga.hu/art/s/sisley/2other/paris1.jpg,painting,landscape,French,1851-1900,Impressionism,/s/sisley/2other/paris1
LOTZ Kroly,(b. 1833 Homburg vor der Hhe d. 1904 Budapest),Twilight,1870,Oil on canvas 48 x 61 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/l/lotz/2twiligh.jpg,painting,landscape,Hungarian,1851-1900,Romanticism,/l/lotz/2twiligh
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Landing Stage at Trouville Low Tide,1870,Oil on canvas 54 x 67 cm,Szpmvszeti Mzeum Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/m/monet/02/2trouvi1.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/02/2trouvi1
MSZLY Gza,(b. 1844 Srbogrd d. 1887 Jobbgyi),Landscape with Sleeping Boy,Y1870,Oil on wood 24 x 34 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/m/meszoly/6meszoly.jpg,painting,landscape,Hungarian,1851-1900,Realism,/m/meszoly/6meszoly
PAL Lszl,(b. 1846 Zm d. 1879 Charenton),Noon,1870,Oil on wood 37 x 54 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/p/paal/01paal.jpg,painting,landscape,Hungarian,1851-1900,Realism,/p/paal/01paal
SZKELY Bertalan,(b. 1835 Kolozsvr d. 1910 Budapest),King Lszl V and Ulrik Cillei,1870,Oil on canvas 123 x 222 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/s/szekely/4laszlo.jpg,painting,historical,Hungarian,1851-1900,Realism,/s/szekely/4laszlo
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),The Railway Cutting,1870,Oil on canvas 80 x 129 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/c/cezanne/1/09early.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/1/09early
FEUERBACH Anselm Friedrich,(b. 1829 Speyer d.1880 Venezia),Medea,1870,Oil on canvas 198 x 396 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/f/feuerbac/medea.jpg,painting,mythological,German,1851-1900,Romanticism,/f/feuerbac/medea
BAZILLE Jean-Frdric,(b. 1841 Montpellier d. 1870 Beaune-la-Rolande),The Artist's Studio,1870,Oil on canvas 98 x 129 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/b/bazille/10studio.jpg,painting,portrait,French,1851-1900,Impressionism,/b/bazille/10studio
BAZILLE Jean-Frdric,(b. 1841 Montpellier d. 1870 Beaune-la-Rolande),The Artist's Studio (detail),1870,Oil on canvas,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/b/bazille/10studiox.jpg,painting,portrait,French,1851-1900,Impressionism,/b/bazille/10studiox
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Pastorale (Idyll),1870,Oil on canvas 65 x 81 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/c/cezanne/1/11early.jpg,painting,mythological,French,1851-1900,Impressionism,/c/cezanne/1/11early
DEGAS Edgar,(b. 1834 Paris d. 1917 Paris),The Orchestra at the Opera,1870,Oil on canvas 57 x 46 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/d/degas/2/1870s_04.jpg,painting,other,French,1851-1900,Impressionism,/d/degas/2/1870s_04
FANTIN-LATOUR Henri,(b. 1836 Grenoble d. 1904 Orne),A Studio in the Batignolles Quarter,1870,Oil on canvas 204 x 274 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/f/fantin/group2.jpg,painting,portrait,French,1851-1900,Realism,/f/fantin/group2
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Htel des Roches Noires in Trouville,1870,Oil on canvas 81 x 59 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/m/monet/02/2trouvi2.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/02/2trouvi2
PISSARRO Camille,(b. 1830 St Thomas Virgin Islands d. 1903 Paris),The Mailcoach at Louveciennes,1870,Oil on canvas 26 x 36 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/p/pissarro/camille/1/louvec1.jpg,painting,landscape,French,1851-1900,Impressionism,/p/pissarro/camille/1/louvec1
REGNAULT Henri,(b. 1843 Paris d. 1871 Buzenval),Summary Execution under the Moorish Kings of Granada,1870,Oil on canvas 302 x 146 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/r/regnaul/executio.jpg,painting,historical,French,1851-1900,Romanticism,/r/regnaul/executio
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Young Woman with Hat and Veil,1870,Oil on canvas 61 x 51 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/r/renoir/1/1renoi15.jpg,painting,portrait,French,1851-1900,Impressionism,/r/renoir/1/1renoi15
SISLEY Alfred,(b. 1839 Paris d. 1899 Moret-sur-Loing),The Saint-Martin Canal in Paris,1870,Oil on canvas 50 x 65 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/s/sisley/2other/paris3.jpg,painting,landscape,French,1851-1900,Impressionism,/s/sisley/2other/paris3
COROT Jean-Baptiste Camille,(b. 1796 Paris d. 1875 Paris),Hayde Young Woman in Greek Dress,Y1870,Oil on canvas 60 x 44 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/c/corot/corot21.jpg,painting,portrait,French,1801-1850,Realism,/c/corot/corot21
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Landscape,Y1870,Oil on canvas 54 x 65 cm,Stdelsches Kunstinstitut Frankfurt,50.1120796,8.6834097,Frankfurt HE Germany,city/town,http://www.wga.hu/art/c/cezanne/1/12early.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/1/12early
DEGAS Edgar,(b. 1834 Paris d. 1917 Paris),Musicians in the Orchestra,Y1870,Oil on canvas 69 x 49 cm,Stdelsches Kunstinstitut Frankfurt,50.1120796,8.6834097,Frankfurt HE Germany,city/town,http://www.wga.hu/art/d/degas/2/1870s_05.jpg,painting,other,French,1851-1900,Impressionism,/d/degas/2/1870s_05
WILLIAMS George Augustus,(b. 1814 London d. 1901 London),Wooded Landscape,Y1870,Oil on canvas 58 x 92 cm,City Council Museums and Galleries Canterbury,51.491213,-0.100613,Canterbury Place SE17 SE17 3,street,http://www.wga.hu/art/w/william/george/wooded.jpg,painting,landscape,English,1851-1900,Realism,/w/william/george/wooded
MONET Claude,(b. 1840 Paris d. 1926 Giverny),The Beach at Trouville,1870,Oil on canvas 38 x 47 cm,National Gallery London,51.5083351,-0.128056,National Gallery United Kingdom,BusinessStructure,http://www.wga.hu/art/m/monet/02/2trouvi3.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/02/2trouvi3
PISSARRO Camille,(b. 1830 St Thomas Virgin Islands d. 1903 Paris),Fox Hill Upper Norwood,1870,Oil on canvas 35 x 46 cm,National Gallery London,51.5083351,-0.128056,National Gallery United Kingdom,BusinessStructure,http://www.wga.hu/art/p/pissarro/camille/3/winter04.jpg,painting,landscape,French,1851-1900,Impressionism,/p/pissarro/camille/3/winter04
COURBET Gustave,(b. 1819 Ornans d. 1877 La Tour-de-Peilz),Cliffs at tretat,1870,Oil on canvas 66 x 82 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/c/courbet/4/courb411.jpg,painting,landscape,French,1851-1900,Realism,/c/courbet/4/courb411
LIEBERMANN Max,(b. 1847 Berlin d. 1935 Berlin),Plucking Geese,Y1870,Oil on canvas 172 x 118 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/l/lieberma/01plucki.jpg,painting,genre,German,1851-1900,Impressionism,/l/lieberma/01plucki
WASMANN Friedrich,(b. 1805 Hamburg d. 1886 Meran),Paul Maria and Filomena von Putzer,1870,Oil on canvas 38 x 49 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/w/wasmann/putzers.jpg,painting,portrait,German,1801-1850,Romanticism,/w/wasmann/putzers
BURNE-JONES Edward,(b. 1833 Birmingham d. 1898 London),Garden of the Hesperides,1870,Watercolour and gouache on paper 119 x 98 cm,Kunsthalle Hamburg,53.5537491,9.9918299,Hamburg HH Germany,city/town,http://www.wga.hu/art/b/burnejon/hesperid.jpg,graphics,mythological,English,1851-1900,Romanticism,/b/burnejon/hesperid
DUPR Jules,(b. 1811 Nantes d. 1889 L'Isle-Adam),Landscape with Cows,Y1870,Oil on canvas 54 x 74 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/d/dupre_j/landcows.jpg,painting,landscape,French,1851-1900,Realism,/d/dupre_j/landcows
MEISSONIER Jean-Louis-Ernest,(b. 1815 Lyon d. 1891 Paris),Musketeer,1870,Oil on panel 25 x 15 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/m/meissoni/musketee.jpg,painting,genre,French,1801-1850,Romanticism,/m/meissoni/musketee
REPIN Ilya Yefimovich,(b. 1844 Chuguyev d. 1930 Kuokkala),The Volga Bargemen,Y1870,Oil on cannvas,State Russian Museum St. Petersburg,59.9387436,30.3323841,Museu Russo Russia,LandmarkBuilding,http://www.wga.hu/art/r/repin/01repin.jpg,painting,genre,Russian,1851-1900,Realism,/r/repin/01repin
MONTICELLI Adolphe,(b. 1824 Marseille d. 1886 Marseille),Midsummer,1871,Oil on panel 40 x 60 cm,Norton Simon Museum of Art Pasadena,34.1474495,-118.1442719,Pasadena CA,city/town,http://www.wga.hu/art/m/monticel/landscap.jpg,painting,landscape,French,1851-1900,Romanticism,/m/monticel/landscap
EAKINS Thomas,(b. 1844 Philadelphia d. 1916 Philadelphia),The Champion Single Sculls (Max Schmitt in a Single Scull),1871,Oil on canvas 83 x 118 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/e/eakins/sculls.jpg,painting,landscape,American,1851-1900,Realism,/e/eakins/sculls
MONTICELLI Adolphe,(b. 1824 Marseille d. 1886 Marseille),Flowers in Blue Vase,1871,Oil on panel 67 x 49 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/m/monticel/flowers.jpg,painting,still-life,French,1851-1900,Romanticism,/m/monticel/flowers
PISSARRO Camille,(b. 1830 St Thomas Virgin Islands d. 1903 Paris),Snow at Louveciennes,Y1871,Oil on cradled panel 32 x 48 cm,Art Institute Chicago,41.8842506,-87.6324463,Chicago IL,city/town,http://www.wga.hu/art/p/pissarro/camille/3/winter05.jpg,painting,landscape,French,1851-1900,Impressionism,/p/pissarro/camille/3/winter05
MILLET Jean-Franois,(b. 1814 Gruchy d. 1875 Barbizon),Young Shepherdess,1871,Oil on canvas 162 x 113 cm,Museum of Fine Arts Boston,42.3393745,-71.0941315,Museum Of Fine Arts MA,PointOfInterest,http://www.wga.hu/art/m/millet/07shepher.jpg,painting,genre,French,1851-1900,Realism,/m/millet/07shepher
ROBIE Jean-Baptiste,(b. 1821 Bruxelles d. 1910 Saint-Gilles),Study of a Flowering Branch,1871,Oil on panel 55 x 35 cm,Museum of Fine Arts Boston,42.3393745,-71.0941315,Museum Of Fine Arts MA,PointOfInterest,http://www.wga.hu/art/r/robie/flowers2.jpg,painting,study,Belgian,1851-1900,Realism,/r/robie/flowers2
DEGAS Edgar,(b. 1834 Paris d. 1917 Paris),Portrait of Hortense Valpinon as a Child,1871,Oil on canvas 76 x 114 cm,Institute of Arts Minneapolis,44.9790306,-93.2649307,Minneapolis MN,city/town,http://www.wga.hu/art/d/degas/2/1870s_03.jpg,painting,portrait,French,1851-1900,Impressionism,/d/degas/2/1870s_03
COURBET Gustave,(b. 1819 Ornans d. 1877 La Tour-de-Peilz),The Trout,1871,Oil on canvas 53 x 87 cm,Kunsthaus Zurich,47.370224,8.5480356,Kunsthaus Zrich Switzerland,LandmarkBuilding,http://www.wga.hu/art/c/courbet/1/courb119.jpg,painting,still-life,French,1851-1900,Realism,/c/courbet/1/courb119
PAL Lszl,(b. 1846 Zm d. 1879 Charenton),Cloudy Weather,1871,Oil on canvas 61 x 81 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/p/paal/09paal.jpg,painting,landscape,Hungarian,1851-1900,Realism,/p/paal/09paal
PAL Lszl,(b. 1846 Zm d. 1879 Charenton),Street of Berzova,1871,Oil on canvas 93 x 121 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/p/paal/04paal.jpg,painting,landscape,Hungarian,1851-1900,Realism,/p/paal/04paal
MAKART Hans,(b. 1840 Salzburg d. 1884 Wien),Likeness of his First Wife Amalie,1871,Oil on mahogany 76 x 58 cm,Residenzgalerie Salzburg,47.8006516,13.0433702,Salzburg Austria,city/town,http://www.wga.hu/art/m/makart/amalie.jpg,painting,portrait,Austrian,1851-1900,Impressionism,/m/makart/amalie
COURBET Gustave,(b. 1819 Ornans d. 1877 La Tour-de-Peilz),Red Apples at the Foot of a Tree,Y1871,Oil on canvas 51 x 62 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/c/courbet/1/courb120.jpg,painting,still-life,French,1851-1900,Realism,/c/courbet/1/courb120
FEUERBACH Anselm Friedrich,(b. 1829 Speyer d.1880 Venezia),Peonies,1871,Oil on canvas 55 x 83 cm,Neue Pinakothek Munich,48.1499672,11.5709553,Neue Pinakothek BY Germany,LandmarkBuilding,http://www.wga.hu/art/f/feuerbac/peonies.jpg,painting,still-life,German,1851-1900,Romanticism,/f/feuerbac/peonies
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Camille Monet on the Couch,1871,Oil on canvas 48 x 75 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/m/monet/02/3variou3.jpg,painting,portrait,French,1851-1900,Impressionism,/m/monet/02/3variou3
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Zaandam,1871,Oil on canvas 48 x 73 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/m/monet/02/4zaanda1.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/02/4zaanda1
WHISTLER James Abbot McNeill,(b. 1834 Lowell d. 1903 London),The Artist's Mother,1871,Oil on canvas 144 x 163 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/w/whistler/artistmo.jpg,painting,portrait,American,1851-1900,Impressionism,/w/whistler/artistmo
WHISTLER James Abbot McNeill,(b. 1834 Lowell d. 1903 London),The Artist's Mother (detail),1871,Oil on canvas,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/w/whistler/artistmx.jpg,painting,portrait,American,1851-1900,Impressionism,/w/whistler/artistmx
COURBET Gustave,(b. 1819 Ornans d. 1877 La Tour-de-Peilz),Courbet in his Cell at Sainte-Plagie,1871,Charcoal on paper 160 x 270 mm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/c/courbet/5/courb505.jpg,graphics,study,French,1851-1900,Realism,/c/courbet/5/courb505
COURBET Gustave,(b. 1819 Ornans d. 1877 La Tour-de-Peilz),Self-Portrait,1871,Charcoal on brown paper 81 x 65 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/c/courbet/5/courb504.jpg,graphics,portrait,French,1851-1900,Realism,/c/courbet/5/courb504
MORISOT Berthe,(b. 1841 Bourges d. 1895 Paris),Portrait of Madame Pontillon,1871,Pastel on paper 81 x 64 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/m/morisot/02moriso.jpg,painting,portrait,French,1851-1900,Impressionism,/m/morisot/02moriso
JONGKIND Johan Barthold,(b. 1819 Lattrop d. 1891 La Cte-Saint-Andr),Inner Canal in Dordrecht,1871,Oil on canvas 43 x 34 cm,Muse des Beaux-Arts Reims,49.2601891,4.0295601,Reims Marne France,city/town,http://www.wga.hu/art/j/jongkind/02jongki.jpg,painting,landscape,Dutch,1851-1900,Impressionism,/j/jongkind/02jongki
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Houses on the Riverbank in Zaandam,1871,Oil on canvas 48 x 74 cm,Stdelsches Kunstinstitut Frankfurt,50.1120796,8.6834097,Frankfurt HE Germany,city/town,http://www.wga.hu/art/m/monet/02/4zaanda2.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/02/4zaanda2
MONET Claude,(b. 1840 Paris d. 1926 Giverny),The Thames below Westminster,1871,Oil on canvas 47 x 63 cm,National Gallery London,51.5083351,-0.128056,National Gallery United Kingdom,BusinessStructure,http://www.wga.hu/art/m/monet/02/3variou4.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/02/3variou4
PISSARRO Camille,(b. 1830 St Thomas Virgin Islands d. 1903 Paris),Lordship Lane Station Dulwich,1871,Oil on canvas 45 x 73 cm,Courtauld Gallery London,51.5115814,-0.118004,Courtauld Institute of Art United Kingdom,HigherEducationFacility,http://www.wga.hu/art/p/pissarro/camille/4/variou2.jpg,painting,landscape,French,1851-1900,Impressionism,/p/pissarro/camille/4/variou2
MARIS Matthijs,(b. 1839 Den Haag d. 1917 London),Quarry at Montmartre,1871,Oil on canvas 55 x 46 cm,Haags Gemeentemuseum The Hague,52.0672989,4.28899,The Hague Netherlands,city/town,http://www.wga.hu/art/m/maris/matthijs/quarry.jpg,painting,landscape,Dutch,1851-1900,Impressionism,/m/maris/matthijs/quarry
VOLLON Antoine,(b. 1833 Lyon d. 1900 Paris),Rue Flchier Paris,1871,Oil on canvas 74 x 60 cm,Rijksmuseum Amsterdam,52.3599701,4.885325,Rijksmuseum Netherlands,Museum,http://www.wga.hu/art/v/vollon/vollon2.jpg,painting,landscape,French,1851-1900,Realism,/v/vollon/vollon2
BCKLIN Arnold,(b. 1827 Basel d. 1901 Firenze),Roger and Angelica,Y1871,Tempera on panel 44 x 36 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/b/bocklin/rogerang.jpg,painting,other,Swiss,1851-1900,Romanticism,/b/bocklin/rogerang
BCKLIN Arnold,(b. 1827 Basel d. 1901 Firenze),Self-Portrait with Death as a Fiddler,Y1871,Oil on canvas 75 x 61 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/b/bocklin/selfport.jpg,painting,portrait,Swiss,1851-1900,Romanticism,/b/bocklin/selfport
BCKLIN Arnold,(b. 1827 Basel d. 1901 Firenze),The Deposition,Y1871,Tempera and coloured varnish on panel 160 x 250 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/b/bocklin/depositi.jpg,painting,religious,Swiss,1851-1900,Romanticism,/b/bocklin/depositi
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Still-Life,1871,Oil on canvas 65 x 82 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/c/cezanne/1/14early.jpg,painting,still-life,French,1851-1900,Impressionism,/c/cezanne/1/14early
LEIBL Wilhelm,(b. 1844 Kln d. 1900 Wrzburg),A Peasant Woman,1871,Oil on panel 20 x 16 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/l/leibl/peasant.jpg,painting,portrait,German,1851-1900,Realism,/l/leibl/peasant
MENZEL Adolph von,(b. 1815 Breslau d. 1905 Berlin),William I Departs for the Front July 31 1870,1871,Oil on canvas 63 x 78 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/m/menzel/12menzel.jpg,painting,historical,German,1851-1900,Realism,/m/menzel/12menzel
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Wiindmill at Zaandam,1871,Oil on canvas 48 x 74 cm,Ny Carlsberg Glyptotek Copenhagen,55.6765289,12.5819702,Copenhagen Denmark,city/town,http://www.wga.hu/art/m/monet/02/4zaanda3.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/02/4zaanda3
VERESHCHAGIN Vasily Vasilyevich,(b. 1842 Cherepovets d. 1904 Port Arthur),The Apotheosis of War,1871,Oil on canvas 127 x 197 cm,State Tretyakov Gallery Moscow,55.7569618,37.6150093,Moscow Russia,city/town,http://www.wga.hu/art/v/vereshcx/apotheos.jpg,painting,mythological,Russian,1851-1900,Realism,/v/vereshcx/apotheos
VERESHCHAGIN Vasily Vasilyevich,(b. 1842 Cherepovets d. 1904 Port Arthur),"At the city wall. ""Let them enter!""",1871,Oil on canvas 95 x 161 cm,State Russian Museum St. Petersburg,59.9387436,30.3323841,Museu Russo Russia,LandmarkBuilding,http://www.wga.hu/art/v/vereshcx/letenter.jpg,painting,historical,Russian,1851-1900,Realism,/v/vereshcx/letenter
CZANNE Paul,(b. 1839 Aix-en-Provence d. 1906 Aix-en-Provence),Afternoon in Naples,Y1872,Oil on canvas 37 x 45 cm,National Gallery of Australia Canberra,-35.3003998,149.1367798,National Gallery of Australia Australia,Museum,http://www.wga.hu/art/c/cezanne/2/2nudes5.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cezanne/2/2nudes5
MORISOT Berthe,(b. 1841 Bourges d. 1895 Paris),View of Paris from the Trocadro,1872,Oil on canvas 45 x 81 cm,Museum of Art Santa Barbara,34.4193802,-119.6990509,Santa Barbara CA,city/town,http://www.wga.hu/art/m/morisot/04moriso.jpg,painting,landscape,French,1851-1900,Impressionism,/m/morisot/04moriso
